Status,Features,"Part number # indicates the package specification code.","L size","W size","T size","Size code inch (mm)",Inductance,"Inductance Tolerance","Rated Current (Itemp)","Rated Current (Isat)","Rdc (max.)","SRF (min.)",Series
"In Production","General	125℃	Multilayer",LQG15HN1N2B02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",1.2nH,±0.1nH,1000mA,,0.08Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN1N2C02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",1.2nH,±0.2nH,1000mA,,0.08Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN1N2S02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",1.2nH,±0.3nH,1000mA,,0.08Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN1N3B02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",1.3nH,±0.1nH,1000mA,,0.08Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN1N3C02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",1.3nH,±0.2nH,1000mA,,0.08Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN1N3S02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",1.3nH,±0.3nH,1000mA,,0.08Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN1N5B02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",1.5nH,±0.1nH,1000mA,,0.08Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN1N5C02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",1.5nH,±0.2nH,1000mA,,0.08Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN1N5S02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",1.5nH,±0.3nH,1000mA,,0.08Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN1N6B02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",1.6nH,±0.1nH,1000mA,,0.08Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN1N6C02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",1.6nH,±0.2nH,1000mA,,0.08Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN1N6S02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",1.6nH,±0.3nH,1000mA,,0.08Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN1N8B02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",1.8nH,±0.1nH,900mA,,0.08Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN1N8C02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",1.8nH,±0.2nH,900mA,,0.08Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN1N8S02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",1.8nH,±0.3nH,900mA,,0.08Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN22NG02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",22nH,±2%,350mA,,0.58Ω,1800MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN22NH02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",22nH,±3%,350mA,,0.58Ω,1800MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN22NJ02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",22nH,±5%,350mA,,0.58Ω,1800MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN27NG02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",27nH,±2%,300mA,,0.67Ω,1600MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN27NH02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",27nH,±3%,300mA,,0.67Ω,1600MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN27NJ02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",27nH,±5%,300mA,,0.67Ω,1600MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN2N0B02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",2.0nH,±0.1nH,900mA,,0.09Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN2N0C02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",2.0nH,±0.2nH,900mA,,0.09Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN2N0S02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",2.0nH,±0.3nH,900mA,,0.09Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN2N2B02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",2.2nH,±0.1nH,900mA,,0.09Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN2N2C02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",2.2nH,±0.2nH,900mA,,0.09Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN2N2S02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",2.2nH,±0.3nH,900mA,,0.09Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN2N4B02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",2.4nH,±0.1nH,800mA,,0.1Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN2N4C02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",2.4nH,±0.2nH,800mA,,0.1Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN2N4S02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",2.4nH,±0.3nH,800mA,,0.1Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN2N7B02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",2.7nH,±0.1nH,800mA,,0.1Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN2N7C02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",2.7nH,±0.2nH,800mA,,0.1Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN2N7S02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",2.7nH,±0.3nH,800mA,,0.1Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN33NG02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",33nH,±2%,300mA,,0.67Ω,1500MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN33NH02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",33nH,±3%,300mA,,0.67Ω,1500MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN33NJ02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",33nH,±5%,300mA,,0.67Ω,1500MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN39NG02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",39nH,±2%,250mA,,1.06Ω,1200MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN39NH02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",39nH,±3%,250mA,,1.06Ω,1200MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN39NJ02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",39nH,±5%,250mA,,1.06Ω,1200MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN3N0B02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",3.0nH,±0.1nH,800mA,,0.11Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN3N0C02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",3.0nH,±0.2nH,800mA,,0.11Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN3N0S02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",3.0nH,±0.3nH,800mA,,0.11Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN3N3B02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",3.3nH,±0.1nH,800mA,,0.12Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN3N3C02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",3.3nH,±0.2nH,800mA,,0.12Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN3N3S02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",3.3nH,±0.3nH,800mA,,0.12Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN3N6B02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",3.6nH,±0.1nH,700mA,,0.13Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN3N6C02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",3.6nH,±0.2nH,700mA,,0.13Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN3N6S02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",3.6nH,±0.3nH,700mA,,0.13Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN3N9B02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",3.9nH,±0.1nH,700mA,,0.13Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN3N9C02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",3.9nH,±0.2nH,700mA,,0.13Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN3N9S02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",3.9nH,±0.3nH,700mA,,0.13Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN47NG02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",47nH,±2%,250mA,,1.15Ω,1000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN47NH02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",47nH,±3%,250mA,,1.15Ω,1000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN47NJ02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",47nH,±5%,250mA,,1.15Ω,1000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN4N3B02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",4.3nH,±0.1nH,700mA,,0.15Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN4N3C02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",4.3nH,±0.2nH,700mA,,0.15Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN4N3S02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",4.3nH,±0.3nH,700mA,,0.15Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN4N7B02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",4.7nH,±0.1nH,700mA,,0.16Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN4N7C02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",4.7nH,±0.2nH,700mA,,0.16Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN4N7S02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",4.7nH,±0.3nH,700mA,,0.16Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN56NG02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",56nH,±2%,200mA,,1.2Ω,800MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN56NH02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",56nH,±3%,200mA,,1.2Ω,800MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN56NJ02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",56nH,±5%,200mA,,1.2Ω,800MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN5N1B02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",5.1nH,±0.1nH,600mA,,0.16Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN5N1C02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",5.1nH,±0.2nH,600mA,,0.16Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN5N1S02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",5.1nH,±0.3nH,600mA,,0.16Ω,6000MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN5N6B02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",5.6nH,±0.1nH,600mA,,0.18Ω,5300MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN5N6C02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",5.6nH,±0.2nH,600mA,,0.18Ω,5300MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN5N6S02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",5.6nH,±0.3nH,600mA,,0.18Ω,5300MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN68NG02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",68nH,±2%,200mA,,1.25Ω,800MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN68NH02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",68nH,±3%,200mA,,1.25Ω,800MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN68NJ02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",68nH,±5%,200mA,,1.25Ω,800MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN6N2B02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",6.2nH,±0.1nH,600mA,,0.19Ω,4300MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN6N2C02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",6.2nH,±0.2nH,600mA,,0.19Ω,4300MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN6N2S02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",6.2nH,±0.3nH,600mA,,0.19Ω,4300MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN6N8G02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",6.8nH,±2%,600mA,,0.21Ω,4200MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN6N8H02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",6.8nH,±3%,600mA,,0.21Ω,4200MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN6N8J02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",6.8nH,±5%,600mA,,0.21Ω,4200MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN7N5G02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",7.5nH,±2%,500mA,,0.24Ω,3900MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN7N5H02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",7.5nH,±3%,500mA,,0.24Ω,3900MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN7N5J02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",7.5nH,±5%,500mA,,0.24Ω,3900MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN82NG02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",82nH,±2%,200mA,,1.6Ω,600MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN82NH02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",82nH,±3%,200mA,,1.6Ω,600MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN82NJ02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",82nH,±5%,200mA,,1.6Ω,600MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN8N2G02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",8.2nH,±2%,500mA,,0.25Ω,3600MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN8N2H02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",8.2nH,±3%,500mA,,0.25Ω,3600MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN8N2J02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",8.2nH,±5%,500mA,,0.25Ω,3600MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN9N1G02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",9.1nH,±2%,500mA,,0.27Ω,3400MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN9N1H02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",9.1nH,±3%,500mA,,0.27Ω,3400MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HN9N1J02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",9.1nH,±5%,500mA,,0.27Ω,3400MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HNR10G02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",100nH,±2%,200mA,,1.6Ω,600MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HNR10H02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",100nH,±3%,200mA,,1.6Ω,600MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HNR10J02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",100nH,±5%,200mA,,1.6Ω,600MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HNR12G02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",120nH,±2%,150mA,,1.6Ω,600MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HNR12H02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",120nH,±3%,150mA,,1.6Ω,600MHz,LQG15HN_02
"In Production","General	125℃	Multilayer",LQG15HNR12J02#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","0402 (1005)",120nH,±5%,150mA,,1.6Ω,600MHz,LQG15HN_02
