Status,Characteristic,Shape,"Part number (#:Packing code)","L size","W size","T size","Temperature   characteristics","Rated   voltage",Capacitance,"Tolerance   of   capacitance",Notes
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H2R1WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,2.1pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H2R2DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,2.2pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H2R2WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,2.2pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H2R3BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,2.3pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H2R3CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,2.3pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H2R3DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,2.3pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H2R3WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,2.3pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H2R4DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,2.4pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H2R4WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,2.4pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H2R5BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,2.5pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H2R5CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,2.5pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H2R5DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,2.5pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H2R5WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,2.5pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H2R6BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,2.6pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H2R6CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,2.6pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H2R6DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,2.6pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H2R6WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,2.6pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H2R7DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,2.7pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H2R7WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,2.7pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H2R8BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,2.8pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H2R8CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,2.8pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H2R8DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,2.8pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H2R8WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,2.8pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H2R9BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,2.9pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H2R9CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,2.9pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H2R9DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,2.9pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H2R9WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,2.9pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H3R0DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,3.0pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H3R0WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,3.0pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H3R1BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,3.1pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H3R1CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,3.1pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H3R1DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,3.1pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H3R1WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,3.1pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H3R2BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,3.2pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H3R2CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,3.2pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H3R2DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,3.2pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H3R2WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,3.2pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H3R3DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,3.3pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H3R3WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,3.3pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H3R4BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,3.4pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H3R4CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,3.4pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H3R4DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,3.4pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H3R4WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,3.4pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H3R5BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,3.5pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H3R5CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,3.5pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H3R5DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,3.5pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H3R5WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,3.5pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H3R6DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,3.6pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H3R6WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,3.6pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H3R7BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,3.7pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H3R7CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,3.7pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H3R7DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,3.7pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H3R7WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,3.7pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H3R8BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,3.8pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H3R8CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,3.8pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H3R8DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,3.8pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H3R8WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,3.8pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H3R9DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,3.9pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H3R9WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,3.9pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H4R0DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,4.0pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H4R0WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,4.0pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H4R1BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,4.1pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H4R1CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,4.1pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H4R1DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,4.1pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H4R1WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,4.1pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H4R2BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,4.2pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H4R2CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,4.2pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H4R2DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,4.2pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H4R2WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,4.2pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H4R3DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,4.3pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H4R3WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,4.3pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H4R4BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,4.4pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H4R4CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,4.4pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H4R4DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,4.4pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H4R4WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,4.4pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H4R5BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,4.5pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H4R5CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,4.5pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H4R5DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,4.5pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H4R5WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,4.5pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H4R6BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,4.6pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H4R6CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,4.6pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H4R6DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,4.6pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H4R6WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,4.6pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H4R7DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,4.7pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H4R7WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,4.7pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H4R8BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,4.8pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H4R8CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,4.8pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H4R8DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,4.8pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H4R8WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,4.8pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H4R9BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,4.9pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H4R9CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,4.9pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H4R9DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,4.9pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H4R9WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,4.9pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H5R0DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,5.0pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H5R0WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,5.0pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H5R1BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,5.1pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H5R1WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,5.1pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H5R2BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,5.2pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H5R2CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,5.2pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H5R2DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,5.2pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H5R2WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,5.2pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H5R3BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,5.3pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H5R3CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,5.3pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H5R3DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,5.3pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H5R3WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,5.3pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H5R4BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,5.4pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H5R4CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,5.4pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H5R4DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,5.4pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H5R4WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,5.4pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H5R5BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,5.5pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H5R5CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,5.5pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H5R5DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,5.5pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H5R5WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,5.5pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H5R6BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,5.6pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H5R6WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,5.6pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H5R7BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,5.7pF,±0.1pF,
