Status,Characteristic,Shape,"Part number (#:Packing code)","L size","W size","T size","Temperature   characteristics","Rated   voltage",Capacitance,"Tolerance   of   capacitance",Notes
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C4R3CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,4.3pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C4R3WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,4.3pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C4R4BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,4.4pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C4R4CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,4.4pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C4R4WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,4.4pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C4R5BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,4.5pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C4R5CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,4.5pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C4R5WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,4.5pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C4R6BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,4.6pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C4R6CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,4.6pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C4R6WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,4.6pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C4R7BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,4.7pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C4R7CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,4.7pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C4R7WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,4.7pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C4R8BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,4.8pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C4R8CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,4.8pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C4R8WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,4.8pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C4R9BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,4.9pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C4R9CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,4.9pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C4R9WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,4.9pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R0BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.0pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R0CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.0pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R0WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.0pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R1BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.1pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R1CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.1pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R1DB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.1pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R1WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.1pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R2BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.2pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R2CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.2pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R2DB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.2pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R2WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.2pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R3BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.3pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R3CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.3pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R3DB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.3pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R3WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.3pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R4BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.4pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R4CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.4pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R4DB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.4pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R4WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.4pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R5BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.5pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R5CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.5pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R5DB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.5pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R5WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.5pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R6BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.6pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R6CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.6pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R6DB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.6pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R6WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.6pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R7BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.7pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R7CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.7pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R7DB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.7pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R7WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.7pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R8BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.8pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R8CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.8pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R8DB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.8pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R8WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.8pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R9BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.9pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R9CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.9pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R9DB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.9pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C5R9WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,5.9pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R0BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.0pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R0CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.0pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R0DB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.0pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R0WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.0pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R1BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.1pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R1CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.1pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R1DB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.1pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R1WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.1pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R2BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.2pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R2CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.2pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R2DB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.2pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R2WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.2pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R3BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.3pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R3CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.3pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R3DB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.3pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R3WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.3pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R4BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.4pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R4CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.4pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R4DB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.4pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R4WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.4pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R5BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.5pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R5CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.5pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R5DB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.5pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R5WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.5pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R6BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.6pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R6CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.6pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R6DB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.6pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R6WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.6pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R7BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.7pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R7CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.7pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R7DB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.7pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R7WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.7pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R8BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.8pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R8CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.8pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R8DB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.8pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R8WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.8pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R9BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.9pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R9CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.9pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R9DB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.9pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C6R9WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,6.9pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C7R0BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,7.0pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C7R0CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,7.0pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C7R0DB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,7.0pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C7R0WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,7.0pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C7R1BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,7.1pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C7R1CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,7.1pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C7R1DB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,7.1pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C7R1WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,7.1pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C7R2BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,7.2pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C7R2CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,7.2pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C7R2DB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,7.2pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C7R2WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,7.2pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C7R3BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,7.3pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C7R3CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,7.3pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C7R3DB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,7.3pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C7R3WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,7.3pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C7R4BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,7.4pF,±0.1pF,
