Status,Characteristic,Shape,"Part number (#:Packing code)","L size","W size","T size","Temperature   characteristics","Rated   voltage",Capacitance,"Tolerance   of   capacitance",Notes
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1C9R8CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",16Vdc,9.8pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1C9R8DB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",16Vdc,9.8pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1C9R8WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",16Vdc,9.8pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1C9R9BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",16Vdc,9.9pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1C9R9CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",16Vdc,9.9pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1C9R9DB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",16Vdc,9.9pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1C9R9WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",16Vdc,9.9pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E100GB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,10pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E110GB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,11pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E120GB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,12pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E130GB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,13pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E150GB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,15pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E160GB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,16pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E180GB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,18pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E200GB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,20pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E220GB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,22pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E4R0BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,4.0pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E4R0WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,4.0pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E4R1BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,4.1pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E4R1WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,4.1pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E4R2BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,4.2pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E4R2WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,4.2pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E4R3BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,4.3pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E4R3WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,4.3pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E4R4BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,4.4pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E4R4WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,4.4pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E4R5BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,4.5pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E4R5WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,4.5pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E4R6BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,4.6pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E4R6WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,4.6pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E4R7BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,4.7pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E4R7WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,4.7pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E4R8BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,4.8pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E4R8WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,4.8pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E4R9BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,4.9pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E4R9WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,4.9pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E5R0BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,5.0pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E5R0WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,5.0pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E5R1BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,5.1pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E5R1CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,5.1pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E5R1WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,5.1pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E5R2BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,5.2pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E5R2CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,5.2pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E5R2WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,5.2pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E5R3BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,5.3pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E5R3CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,5.3pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E5R3WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,5.3pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E5R4BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,5.4pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E5R4CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,5.4pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E5R4WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,5.4pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E5R5BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,5.5pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E5R5CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,5.5pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E5R5WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,5.5pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E5R6BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,5.6pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E5R6CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,5.6pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E5R6WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,5.6pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E5R7BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,5.7pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E5R7CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,5.7pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E5R7WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,5.7pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E5R8BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,5.8pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E5R8CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,5.8pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E5R8WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,5.8pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E5R9BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,5.9pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E5R9CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,5.9pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E5R9WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,5.9pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E6R0BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,6.0pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E6R0CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,6.0pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E6R0WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,6.0pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E6R1BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,6.1pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E6R1CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,6.1pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E6R1WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,6.1pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E6R2BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,6.2pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E6R2CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,6.2pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E6R2WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,6.2pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E6R3BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,6.3pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E6R3CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,6.3pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E6R3WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,6.3pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E6R4BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,6.4pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E6R4CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,6.4pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E6R4WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,6.4pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E6R5BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,6.5pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E6R5CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,6.5pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E6R5WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,6.5pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E6R6BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,6.6pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E6R6CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,6.6pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E6R6WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,6.6pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E6R7BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,6.7pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E6R7CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,6.7pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E6R7WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,6.7pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E6R8BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,6.8pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E6R8CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,6.8pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E6R8WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,6.8pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E6R9BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,6.9pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E6R9CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,6.9pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E6R9WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,6.9pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E7R0BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,7.0pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E7R0CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,7.0pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E7R0WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,7.0pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E7R1BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,7.1pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E7R1CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,7.1pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E7R1WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,7.1pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E7R2BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,7.2pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E7R2CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,7.2pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E7R2WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,7.2pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E7R3BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,7.3pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E7R3CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,7.3pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E7R3WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,7.3pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E7R4BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,7.4pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E7R4CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,7.4pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E7R4WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,7.4pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E7R5BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,7.5pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E7R5CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,7.5pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E7R5WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,7.5pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E7R6BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,7.6pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E7R6CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,7.6pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E7R6WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,7.6pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E7R7BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,7.7pF,±0.1pF,
